Transcript	dNdS	pNpS	Mk_10pct
Manes.01G051500.1.v7.1	0.17981	0.181818181818182	-0.0111683544751793
Manes.01G051600.1.v7.1	0.26434	1.42857142857143	-4.40429533393141
Manes.01G051700.1.v7.1	0.24515	1.33333333333333	-4.43884696444352
Manes.01G051800.4.v7.1	0.19565	0.857142857142857	-3.38100105874192
Manes.01G051900.1.v7.1	0.31718	0	1
Manes.01G052100.1.v7.1	0.14625	0.25	-0.70940170940171
Manes.01G052104.2.v7.1	0.33284	1.5	-3.50666987140969
Manes.01G052108.1.v7.1	0.21123	0.428571428571429	-1.02893257857042
Manes.01G052112.1.v7.1	0.12974	0	1
Manes.01G052200.3.v7.1	0.28449	0.5	-0.75753102042251
Manes.01G052400.1.v7.1	0.26484	0.4	-0.510345869204048
Manes.01G052500.1.v7.1	0.17981	0.272727272727273	-0.516752531712769
Manes.01G052600.1.v7.1	0.28016	0	1
Manes.01G053000.1.v7.1	0.21418	2.6	-11.1393220655523
Manes.01G053100.2.v7.1	0.29011	0.2	0.31060632174003
Manes.01G053200.2.v7.1	0.05773	0.666666666666667	-10.5480108551302
Manes.01G053300.1.v7.1	0.07706	0.166666666666667	-1.16281685266892
Manes.01G053600.4.v7.1	0.18487	0.571428571428571	-2.09097512537768
Manes.01G053700.1.v7.1	0.11245	1.75	-14.5624722098711
Manes.01G053800.1.v7.1	0.14191	0.375	-1.6425199069833
Manes.01G053808.1.v7.1	0.56235	0	1
Manes.01G053812.1.v7.1	0.28908	1	-2.4592500345925
Manes.01G054100.1.v7.1	0.74367	3.25	-3.37021797302567
Manes.01G054300.1.v7.1	0.27671	1.75	-5.32431065013913
Manes.01G054404.1.v7.1	2	4	-1
Manes.01G054600.2.v7.1	0.20007	0	1
Manes.01G054800.1.v7.1	0.15332	2	-12.0446125750065
Manes.01G054900.1.v7.1	0.33955	0.5	-0.472537181563834
Manes.01G055000.1.v7.1	0.42248	0.25	0.408256012118917
Manes.01G055200.1.v7.1	0.34341	1	-1.91197111324656
Manes.01G055300.1.v7.1	0.12199	0.8	-5.55791458316255
Manes.01G055400.1.v7.1	0.5852	1.33333333333333	-1.2784233310549
Manes.01G055500.5.v7.1	0.19274	Inf	-Inf
Manes.01G055504.1.v7.1	0.23164	2	-7.63408737696425
Manes.01G055508.2.v7.1	0.43543	Inf	-Inf
Manes.01G055512.2.v7.1	0.20711	3.5	-15.8992322920187
Manes.01G055600.1.v7.1	0.43683	0.875	-1.00306755488405
Manes.01G055700.2.v7.1	0.23013	0.25	-0.0863425020640507
Manes.01G056000.2.v7.1	0.23339	1	-3.28467372209606
Manes.01G056100.3.v7.1	0.16798	0.714285714285714	-3.2522068953787
Manes.01G056200.1.v7.1	0.17183	0	1
Manes.01G056204.1.v7.1	0.09482	0.5	-4.27314912465725
Manes.01G056450.2.v7.1	0.30604	2.33333333333333	-6.62427569380908
Manes.01G056600.1.v7.1	0.06073	NA	NA
Manes.01G056800.1.v7.1	0.21775	1.05882352941176	-3.86256500303908
Manes.01G056900.3.v7.1	0.44103	0.727272727272727	-0.649032327217484
Manes.01G057000.1.v7.1	0.22048	Inf	-Inf
Manes.01G057100.2.v7.1	0.45565	2.33333333333333	-4.12088957167416
Manes.01G057200.1.v7.1	0.08551	1	-10.6945386504502
Manes.01G057300.1.v7.1	0.38361	0.555555555555556	-0.448230117972827
Manes.01G057400.2.v7.1	0.09338	0.777777777777778	-7.32916874895886
Manes.01G057800.2.v7.1	0.0679	0.571428571428571	-7.41573742899221
Manes.01G057900.1.v7.1	0.18572	0	1
Manes.01G058000.1.v7.1	0.11319	0.666666666666667	-4.88980180816916
Manes.01G058100.1.v7.1	0.12714	0.384615384615385	-2.02513280333007
Manes.01G058300.1.v7.1	0.37199	0.5	-0.344122153821339
Manes.01G058600.2.v7.1	0.14425	2	-12.8648180242634
Manes.01G058650.1.v7.1	0.71005	1.07692307692308	-0.516686257197493
Manes.01G058700.3.v7.1	0.18389	0.272727272727273	-0.483100074649372
Manes.01G058800.2.v7.1	0.15674	0.666666666666667	-3.25332822933946
Manes.01G058900.1.v7.1	0.0847	NA	NA
Manes.01G059200.1.v7.1	0.23431	0.25	-0.0669625709530111
Manes.01G059300.1.v7.1	0.49005	3	-5.12182430364249
Manes.01G059400.12.v7.1	0.67587	2.11111111111111	-2.12354611258246
Manes.01G059500.1.v7.1	0.1149	0.25	-1.17580504786771
Manes.01G059600.1.v7.1	0.09073	0.666666666666667	-6.34780851611007
Manes.01G059700.4.v7.1	0.31708	NA	NA
Manes.01G059800.1.v7.1	0.151	0.375	-1.48344370860927
Manes.01G059900.1.v7.1	0.40691	1	-1.45754589466958
Manes.01G060100.1.v7.1	0.28102	1.16666666666667	-3.15154318791072
Manes.01G060200.1.v7.1	0.39646	2	-4.04464510921657
Manes.01G060300.3.v7.1	0.20922	Inf	-Inf
Manes.01G060400.3.v7.1	0.13633	0.333333333333333	-1.44504755617496
Manes.01G060433.1.v7.1	0.0864	2	-22.1481481481481
Manes.01G060500.1.v7.1	0.1487	0.5	-2.36247478143914
Manes.01G060600.1.v7.1	0.44958	1.45454545454545	-2.23534288568319
Manes.01G060700.4.v7.1	0.38325	0.857142857142857	-1.23651104277327
Manes.01G061050.3.v7.1	0.29498	1.05263157894737	-2.56848457165696
Manes.01G061200.7.v7.1	0.15798	1.5	-8.4948727687049
Manes.01G061400.1.v7.1	1e-04	0.6	-5999
Manes.01G061600.1.v7.1	0.1385	2	-13.4404332129964
Manes.01G061800.1.v7.1	0.27221	6	-21.0418059586349
Manes.01G061900.1.v7.1	0.34915	1.66666666666667	-3.77349754164878
Manes.01G062000.1.v7.1	0.2571	2	-6.77907429015947
Manes.01G062400.2.v7.1	0.09429	0.6	-5.36334712058543
Manes.01G062500.1.v7.1	0.2019	1.5	-6.42942050520059
Manes.01G062600.2.v7.1	0.12731	0.714285714285714	-4.61060179314833
Manes.01G062700.1.v7.1	0.13876	1.17647058823529	-7.4784562426873
Manes.01G062800.1.v7.1	0.11866	0.545454545454545	-3.59678531480318
Manes.01G063000.2.v7.1	0.39469	1.71428571428571	-3.34337255640049
Manes.01G063100.2.v7.1	0.2167	1.7	-6.84494693124135
Manes.01G063300.2.v7.1	0.29138	1.5	-4.14791680966436
Manes.01G063400.1.v7.1	0.10123	Inf	-Inf
Manes.01G063500.1.v7.1	0.19363	0.5	-1.58224448690802
Manes.01G063600.3.v7.1	0.48146	2.25	-3.67328542350351
Manes.01G064000.1.v7.1	0.15884	3	-17.886930244271
Manes.01G064200.1.v7.1	0.24697	0.8	-2.23925982912904
Manes.01G064300.1.v7.1	0.3088	2	-5.47668393782383
Manes.01G064500.2.v7.1	1.70461	1.75	-0.0266277916942879
Manes.01G064600.2.v7.1	0.16961	0.5	-1.94793939036613
Manes.01G064900.1.v7.1	0.4373	NA	NA
Manes.01G065000.2.v7.1	0.40525	0.5	-0.233806292412091
Manes.01G065100.2.v7.1	0.13509	1	-6.40247242579022
Manes.01G065200.2.v7.1	0.21224	0.428571428571429	-1.01927736793926
Manes.01G065300.1.v7.1	0.29569	Inf	-Inf
Manes.01G065400.1.v7.1	0.28852	1.8	-5.23873561624844
Manes.01G065500.1.v7.1	0.15375	0	1
Manes.01G065600.1.v7.1	0.02447	0.333333333333333	-12.6221223266585
Manes.01G065800.1.v7.1	0.45565	2	-3.38933391857786
Manes.01G065900.5.v7.1	0.25178	1	-2.9717213440305
Manes.01G066000.2.v7.1	0.36396	1.55555555555556	-3.27397394097033
Manes.01G066100.2.v7.1	0.28613	0.333333333333333	-0.164971632940737
Manes.01G066200.1.v7.1	0.22198	0.125	0.436886205964501
Manes.01G066400.1.v7.1	0.148	0.625	-3.22297297297297
Manes.01G066500.1.v7.1	0.4353	0.777777777777778	-0.786762641345688
Manes.01G066600.1.v7.1	0.21084	1	-3.74293302978562
Manes.01G066650.1.v7.1	2	3.33333333333333	-0.666666666666665
Manes.01G066700.4.v7.1	0.32826	1.5	-3.56954852860537
Manes.01G066800.1.v7.1	0.1306	0.428571428571429	-2.28155764602932
Manes.01G066900.1.v7.1	0.37342	1.375	-2.6821809222859
Manes.01G067300.2.v7.1	0.34673	0.5	-0.442044241917342
Manes.01G067700.1.v7.1	0.42403	1.57142857142857	-2.70593724837528
Manes.01G067900.1.v7.1	0.09027	0	1
Manes.01G068001.1.v7.1	0.62102	Inf	-Inf
Manes.01G068100.5.v7.1	0.20055	0.8	-2.98903016704064
Manes.01G068400.4.v7.1	0.0998	0.333333333333333	-2.34001336005344
Manes.01G068800.1.v7.1	0.16265	1.5	-8.22225637872733
Manes.01G069000.1.v7.1	0.10072	0.545454545454545	-4.41555346956458
Manes.01G069300.1.v7.1	0.12591	0.833333333333333	-5.61848410240118
Manes.01G069500.1.v7.1	0.1626	0.916666666666667	-4.63755637556376
Manes.01G069600.5.v7.1	0.29505	1.35294117647059	-3.58546407886999
Manes.01G069700.1.v7.1	0.21045	0.857142857142857	-3.07290499949089
Manes.01G069800.1.v7.1	0.08167	0.75	-8.1832986408718
Manes.01G070000.1.v7.1	0.077	0.333333333333333	-3.32900432900432
Manes.01G070200.1.v7.1	0.19459	8	-40.1120818130428
Manes.01G070300.1.v7.1	0.29406	1.5	-4.10099979596001
Manes.01G070700.1.v7.1	0.35897	1.5	-3.17862216898348
Manes.01G070800.2.v7.1	0.5894	1.36842105263158	-1.32171878627686
Manes.01G070900.1.v7.1	0.05503	0.238805970149254	-3.3395596974242
Manes.01G071000.1.v7.1	0.71056	Inf	-Inf
Manes.01G071025.1.v7.1	0.32956	NA	NA
Manes.01G071100.1.v7.1	0.35091	NA	NA
Manes.01G071200.8.v7.1	0.10918	0.75	-5.86938999816816
Manes.01G071300.1.v7.1	0.29657	NA	NA
Manes.01G071400.2.v7.1	0.27851	0.5	-0.795267674410255
Manes.01G071500.1.v7.1	0.15253	1	-5.5560873270832
Manes.01G071700.2.v7.1	0.0563	0.571428571428571	-9.14970819588936
Manes.01G071800.1.v7.1	0.03557	1	-27.1135788585887
Manes.01G071900.1.v7.1	0.21284	NA	NA
Manes.01G072000.2.v7.1	0.19448	0	1
Manes.01G072100.1.v7.1	0.16578	1	-5.03209072264447
Manes.01G072200.2.v7.1	0.14887	0.111111111111111	0.253636655396581
Manes.01G072400.1.v7.1	0.1853	0	1
Manes.01G072801.1.v7.1	0.24312	0.666666666666667	-1.74213008665131
Manes.01G073000.1.v7.1	0.22647	0.875	-2.86364639908156
Manes.01G073100.16.v7.1	0.31666	0	1
Manes.01G073125.2.v7.1	0.05871	0.5	-7.51643672287515
Manes.01G073200.4.v7.1	0.06728	0	1
Manes.01G073300.4.v7.1	0.12783	3	-22.4686693264492
Manes.01G073400.1.v7.1	0.25309	2	-6.90232723537082
Manes.01G073500.2.v7.1	0.32916	0.833333333333333	-1.53169684449305
Manes.01G073600.1.v7.1	0.29642	2	-5.74718305107617
Manes.01G073700.7.v7.1	0.19605	1.5	-6.65110941086458
Manes.01G073800.2.v7.1	0.15206	0.285714285714286	-0.878957554348849
Manes.01G073900.1.v7.1	0.89682	0	1
Manes.01G074000.2.v7.1	0.09377	0.4	-3.26575663858377
Manes.01G074100.1.v7.1	0.11739	0.666666666666667	-4.67907544651731
Manes.01G074200.1.v7.1	0.46188	1.5	-2.247596778384
Manes.01G074300.4.v7.1	0.34372	0.6	-0.745606889328523
Manes.01G074400.1.v7.1	0.09286	0.166666666666667	-0.794816569746575
Manes.01G074500.1.v7.1	0.08938	0.4	-3.47527411053927
Manes.01G074600.1.v7.1	0.50112	0.5	0.00223499361430401
Manes.01G074700.1.v7.1	0.34027	0.666666666666667	-0.959228455834093
Manes.01G074800.1.v7.1	0.39149	1.33333333333333	-2.40579154852826
Manes.01G074850.1.v7.1	0.50865	0.5	0.0170057996657821
Manes.01G074900.1.v7.1	0.51523	0.8	-0.552704617355356
Manes.01G075000.2.v7.1	0.07379	0.545454545454545	-6.39198462467197
Manes.01G075100.1.v7.1	0.063	0.555555555555556	-7.81834215167549
Manes.01G075700.1.v7.1	0.19495	1.14285714285714	-4.86230901696404
Manes.01G076000.3.v7.1	0.18399	1	-4.43507799336921
Manes.01G076100.2.v7.1	0.12163	0	1
Manes.01G076300.2.v7.1	0.22256	1	-3.49317038102085
Manes.01G076400.1.v7.1	0.07938	0.777777777777778	-8.7981579463061
Manes.01G076500.1.v7.1	0.29226	0.666666666666667	-1.28107392960606
Manes.01G076600.1.v7.1	0.15175	0.5	-2.29489291598023
Manes.01G076700.1.v7.1	0.23405	1	-3.27259132663961
Manes.01G076900.1.v7.1	0.32057	2.33333333333333	-6.27870147965602
Manes.01G077000.1.v7.1	0.29147	1.28571428571429	-3.41113763239541
Manes.01G077100.1.v7.1	0.22745	1.16666666666667	-4.12933245401921
Manes.01G077200.6.v7.1	0.41091	1.45454545454545	-2.53981517740004
Manes.01G077300.3.v7.1	0.55095	0.8	-0.452037389962791
Manes.01G077400.1.v7.1	0.11786	1	-7.48464279653827
Manes.01G077500.3.v7.1	0.29573	0.8	-1.70517025665303
Manes.01G077700.1.v7.1	0.17353	1.6	-8.22030772777041
Manes.01G077800.4.v7.1	0.36171	1.8	-3.97636227917392
Manes.01G077900.1.v7.1	0.2655	0.333333333333333	-0.255492780916508
Manes.01G078200.1.v7.1	0.09506	0.5	-4.25983589312013
Manes.01G079000.1.v7.1	0.16709	0	1
Manes.01G079100.1.v7.1	0.05455	0.666666666666667	-11.2212037885732
Manes.01G079200.10.v7.1	0.55174	1.4	-1.53742704897234
Manes.01G079300.1.v7.1	0.74896	1.66666666666667	-1.2253079826248
Manes.01G079401.1.v7.1	0.34999	NA	NA
Manes.01G079500.3.v7.1	0.32183	3.30769230769231	-9.27776250720042
Manes.01G079600.1.v7.1	0.17633	1	-4.67118471048602
Manes.01G079700.2.v7.1	0.2928	1.33333333333333	-3.55373406193077
Manes.01G079800.2.v7.1	0.3446	Inf	-Inf
Manes.01G080000.6.v7.1	0.44057	0.8	-0.81582949361055
Manes.01G080200.2.v7.1	0.41534	0.818181818181818	-0.96990855246742
Manes.01G080201.1.v7.1	0.36949	NA	NA
Manes.01G080300.1.v7.1	0.1749	2	-10.4351057747284
Manes.01G080400.1.v7.1	2	1.66666666666667	0.166666666666665
Manes.01G080500.1.v7.1	2	4	-1
Manes.01G080600.1.v7.1	0.1749	0.5	-1.8587764436821
Manes.01G080700.1.v7.1	0.41324	2	-3.83980253605653
Manes.01G080800.1.v7.1	0.15251	2.5	-15.3923677135926
Manes.01G080932.1.v7.1	0.45086	0	1
Manes.01G080948.1.v7.1	0.82027	0	1
Manes.01G080964.2.v7.1	0.34698	4	-10.5280419620727
Manes.01G081100.1.v7.1	0.46054	2	-3.34272810179355
Manes.01G081200.1.v7.1	1.06413	0.5	0.530132596581245
Manes.01G081300.3.v7.1	0.25222	0.5	-0.982396320672429
Manes.01G081316.1.v7.1	0.45078	NA	NA
Manes.01G081400.6.v7.1	0.43554	1.68181818181818	-2.86145516328737
Manes.01G081500.5.v7.1	0.3432	2	-4.82750582750583
Manes.01G081600.1.v7.1	0.07037	0.25	-2.55265027710672
Manes.01G081800.4.v7.1	0.14845	Inf	-Inf
Manes.01G081900.1.v7.1	0.24698	0.25	-0.0122277107458093
Manes.01G082200.2.v7.1	0.15923	1.5	-8.42033536393896
Manes.01G082300.1.v7.1	0.18975	0	1
Manes.01G082400.8.v7.1	0.10061	0.666666666666667	-5.6262465626346
Manes.01G082600.1.v7.1	0.03994	0	1
Manes.01G082700.1.v7.1	0.20286	0	1
Manes.01G082800.2.v7.1	0.21244	0.5	-1.35360572396912
Manes.01G082900.2.v7.1	0.41482	0.9	-1.16961573694615
Manes.01G083100.1.v7.1	0.30119	Inf	-Inf
Manes.01G083200.2.v7.1	0.35426	1.5	-3.23417828713374
Manes.01G083500.1.v7.1	0.57227	6	-9.48456148321597
Manes.01G083600.1.v7.1	0.0869	0.2	-1.30149597238205
Manes.01G083700.2.v7.1	0.14131	0.888888888888889	-5.29034667673122
Manes.01G083800.1.v7.1	0.24422	0.5	-1.04733437064941
Manes.01G083900.1.v7.1	0.17608	0	1
Manes.01G084100.1.v7.1	0.25089	0.636363636363636	-1.536424872907
Manes.01G084200.1.v7.1	0.32704	1.1	-2.36350293542074
Manes.01G084300.2.v7.1	0.16148	0	1
Manes.01G084500.2.v7.1	0.51258	1.75	-2.41410121346912
Manes.01G084600.2.v7.1	0.18162	1	-4.50600154168043
Manes.01G084700.1.v7.1	0.58836	0.8	-0.359711741110885
Manes.01G084800.2.v7.1	2	4	-1
Manes.01G084900.7.v7.1	0.21181	0	1
Manes.01G085000.2.v7.1	0.10619	0.545454545454545	-4.13659050244416
Manes.01G085300.3.v7.1	0.79888	0	1
Manes.01G085400.1.v7.1	0.51463	0.857142857142857	-0.665551672352675
Manes.01G085600.1.v7.1	0.41812	1.9375	-3.63383717593036
Manes.01G085700.2.v7.1	0.44445	1	-1.24997187535156
Manes.01G085800.1.v7.1	0.23149	0.8	-2.45587282388008
Manes.01G085900.1.v7.1	0.22615	0.888888888888889	-2.93052791903113
Manes.01G086000.3.v7.1	0.07951	0.25	-2.14425858382593
Manes.01G086100.1.v7.1	0.10999	0.5	-3.5458678061642
Manes.01G086200.1.v7.1	0.15955	1.25	-6.83453462864306
Manes.01G086400.1.v7.1	0.11862	0	1
Manes.01G086600.1.v7.1	0.47593	5.33333333333333	-10.2061297529749
Manes.01G086700.4.v7.1	0.52313	0	1
Manes.01G086800.1.v7.1	1.25436	1	0.202780700915208
Manes.01G086900.3.v7.1	0.14668	0	1
Manes.01G087050.1.v7.1	0.35078	0.5	-0.42539483436912
Manes.01G087200.1.v7.1	0.46748	0	1
Manes.01G087300.2.v7.1	0.43164	1.44444444444444	-2.34641007423881
Manes.01G087400.1.v7.1	0.08949	0	1
Manes.01G087500.1.v7.1	0.24146	0.428571428571429	-0.774916874726369
Manes.01G087700.3.v7.1	0.34388	2	-4.81598231941375
Manes.01G087800.1.v7.1	0.2083	0.25	-0.200192030724916
Manes.01G087900.4.v7.1	0.16459	0.571428571428571	-2.47183043580151
Manes.01G088300.1.v7.1	0.24859	0.571428571428571	-1.29867883433996
Manes.01G088500.1.v7.1	0.45364	0.571428571428571	-0.259652084094372
Manes.01G088600.2.v7.1	0.77117	Inf	-Inf
Manes.01G088700.1.v7.1	0.14176	0.5	-2.52708803611738
Manes.01G088800.5.v7.1	0.38047	1	-1.62832812048256
Manes.01G089000.1.v7.1	0.2555	0.25	0.0215264187866928
Manes.01G089100.2.v7.1	0.2254	1	-3.43655723158829
Manes.01G089200.6.v7.1	0.43271	0	1
Manes.01G089300.1.v7.1	0.27668	0.166666666666667	0.397619391836537
Manes.01G089600.1.v7.1	0.1029	0.538461538461538	-4.23286237571951
Manes.01G089800.1.v7.1	0.19206	1.2	-5.24804748516089
Manes.01G089900.1.v7.1	0.1701	3	-16.636684303351
Manes.01G090001.2.v7.1	0.40571	3	-6.39444430751029
Manes.01G090100.2.v7.1	0.38764	2.4	-5.19131152615829
Manes.01G090200.1.v7.1	0.11564	2.33333333333333	-19.1775625504439
Manes.01G090300.1.v7.1	0.40267	0.25	0.379144212382348
Manes.01G090400.1.v7.1	1e-04	0	1
Manes.01G090500.2.v7.1	0.42714	7.5	-16.5586458772299
Manes.01G090700.1.v7.1	0.26563	0	1
Manes.01G090800.1.v7.1	0.22732	0.5	-1.19954249516101
Manes.01G090900.3.v7.1	0.3463	Inf	-Inf
Manes.01G091100.1.v7.1	0.13318	0.2	-0.501726986033939
Manes.01G091200.2.v7.1	0.15065	1	-5.63790242283438
Manes.01G091300.2.v7.1	0.29949	0	1
Manes.01G091400.2.v7.1	0.13798	0	1
Manes.01G091500.1.v7.1	0.19954	0	1
Manes.01G091600.1.v7.1	0.3569	1.4	-2.92266741384141
Manes.01G091700.1.v7.1	0.52558	0.75	-0.426994938924617
Manes.01G092000.1.v7.1	0.0858	0.666666666666667	-6.77000777000777
Manes.01G092100.3.v7.1	0.31085	2.5	-7.04246421103426
Manes.01G092200.1.v7.1	0.63777	1	-0.567963372375621
Manes.01G092300.1.v7.1	1.1411	3	-1.62904215230918
Manes.01G092400.7.v7.1	0.69873	1	-0.431167976185365
Manes.01G092500.1.v7.1	0.56351	1	-0.774591400330074
Manes.01G092600.2.v7.1	0.04812	0	1
Manes.01G092700.3.v7.1	0.01044	0	1
Manes.01G093000.1.v7.1	0.3131	0.5	-0.596933886937081
Manes.01G093100.2.v7.1	0.2464	1.5	-5.08766233766234
Manes.01G093200.1.v7.1	0.22826	0	1
Manes.01G093300.1.v7.1	0.19088	1.25	-5.54861693210394
Manes.01G093400.1.v7.1	0.2654	0.285714285714286	-0.0765421466250413
Manes.01G093550.1.v7.1	0.37793	6.875	-17.1911994284656
Manes.01G093700.1.v7.1	0.36906	3.42857142857143	-8.29001091576283
Manes.01G093733.1.v7.1	0.48329	5	-9.34575513666743
Manes.01G093901.1.v7.1	0.39491	6.16666666666667	-14.6153722789159
Manes.01G094100.1.v7.1	0.13056	3	-21.9779411764706
Manes.01G094200.1.v7.1	0.40796	0.666666666666667	-0.634147138608361
Manes.01G094300.2.v7.1	0.36203	2	-4.52440405491258
Manes.01G094500.1.v7.1	0.14279	0.6	-3.20197492821626
Manes.01G094600.1.v7.1	0.2758	1	-2.62581580855693
Manes.01G094700.1.v7.1	0.22008	0.666666666666667	-2.02920150248395
Manes.01G094800.1.v7.1	0.37685	1.3125	-2.48281809738623
Manes.01G095300.1.v7.1	0.51493	1.1	-1.13621268910337
Manes.01G095350.1.v7.1	0.35311	3.5	-8.91192546232052
Manes.01G095400.2.v7.1	0.7232	1.4	-0.935840707964602
Manes.01G095600.1.v7.1	0.34208	4.5	-12.1548175865295
Manes.01G096000.1.v7.1	0.21593	1	-3.63113045894503
Manes.01G096100.1.v7.1	0.32395	Inf	-Inf
Manes.01G096600.2.v7.1	0.4885	2.75	-4.62947799385875
Manes.01G096800.2.v7.1	0.51721	1.63636363636364	-2.16382830255339
Manes.01G097000.1.v7.1	0.52479	2.08333333333333	-2.96984190501597
Manes.01G097200.1.v7.1	1e-04	0	1
Manes.01G097300.2.v7.1	0.19374	1.33333333333333	-5.8820756340112
Manes.01G097500.1.v7.1	0.28364	2	-6.05119165138909
Manes.01G097600.1.v7.1	0.05441	0.5	-8.18948722661275
Manes.01G097700.1.v7.1	0.0486	Inf	-Inf
Manes.01G098000.6.v7.1	0.38973	2.25	-4.77322761912093
Manes.01G098100.1.v7.1	0.31858	1.66666666666667	-4.23154832904348
Manes.01G098200.1.v7.1	0.68445	4.66666666666667	-5.81812647624614
Manes.01G098500.3.v7.1	0.04345	Inf	-Inf
Manes.01G098700.2.v7.1	0.20183	4	-18.8186592677005
Manes.01G098800.2.v7.1	0.13133	0	1
Manes.01G099200.1.v7.1	0.25193	0.666666666666667	-1.64623771153363
Manes.01G099700.1.v7.1	0.26647	0.5	-0.876383833076894
Manes.01G099900.1.v7.1	0.24467	1.5	-5.13070666612172
Manes.01G100000.1.v7.1	0.19395	2.5	-11.8899200824955
Manes.01G100100.1.v7.1	0.11271	0.333333333333333	-1.95744240380918
Manes.01G100300.1.v7.1	0.56848	5	-7.79538418238109
Manes.01G100800.1.v7.1	0.36515	0.8	-1.1908804600849
Manes.01G101200.4.v7.1	0.164	0.666666666666667	-3.06504065040651
Manes.01G101300.2.v7.1	0.3064	0	1
Manes.01G101900.2.v7.1	0.56002	7.6	-12.5709438948609
Manes.01G102000.1.v7.1	1.27012	8	-5.29861745346896
Manes.01G102100.1.v7.1	0.27429	1.92857142857143	-6.03114013843534
Manes.01G102400.1.v7.1	0.54125	1.14814814814815	-1.12128988110513
Manes.01G102466.1.v7.1	0.83157	5	-5.01272292170232
Manes.01G102500.1.v7.1	0.44301	2.10526315789474	-3.75217976545617
Manes.01G103200.1.v7.1	0.23031	1	-3.34197386131736
Manes.01G103700.1.v7.1	0.21765	2.5	-10.4863312657937
Manes.01G103800.3.v7.1	0.47545	2	-3.20654117152172
Manes.01G104500.3.v7.1	0.43263	2.5	-4.77860989760303
Manes.01G104600.22.v7.1	0.05569	0.25	-3.48913629017777
Manes.01G104700.1.v7.1	0.37379	2	-4.3505979293186
Manes.01G104800.1.v7.1	0.23866	2.66666666666667	-10.1734964663818
Manes.01G104866.1.v7.1	0.05412	0.0833333333333333	-0.539788125153978
Manes.01G104932.1.v7.1	0.05089	0.125	-1.45627824719984
Manes.01G105000.2.v7.1	0.15084	1	-5.62954123574649
Manes.01G105100.3.v7.1	0.31482	0.96875	-2.07715519979671
Manes.01G105400.1.v7.1	0.14283	0	1
Manes.01G105500.1.v7.1	0.0948	0.666666666666667	-6.03234880450071
Manes.01G105600.2.v7.1	0.12789	3	-22.4576589256392
Manes.01G106000.1.v7.1	0.10545	0.5	-3.74158368895211
Manes.01G106200.1.v7.1	0.32976	1.33333333333333	-3.04334465469836
Manes.01G106300.1.v7.1	0.07462	0.333333333333333	-3.46707763780934
Manes.01G106400.1.v7.1	0.29156	1.14285714285714	-2.91980087411559
Manes.01G106500.1.v7.1	0.58144	1.25	-1.14983489268024
Manes.01G106600.1.v7.1	0.27092	Inf	-Inf
Manes.01G106800.2.v7.1	0.18106	0.5	-1.76151551971722
Manes.01G106900.3.v7.1	0.2303	2	-7.68432479374729
Manes.01G107000.1.v7.1	0.09222	0.5	-4.4218173931902
Manes.01G107100.9.v7.1	0.41858	1.8	-3.30025323713508
Manes.01G107200.1.v7.1	0.20981	0.5	-1.38310852676231
Manes.01G107300.1.v7.1	0.10376	0.5	-3.81881264456438
Manes.01G107400.1.v7.1	0.22608	1.22222222222222	-4.40614924903671
Manes.01G107500.16.v7.1	0.40718	1.69230769230769	-3.1561660501687
Manes.01G107600.2.v7.1	0.23187	1.14285714285714	-3.9288702413298
Manes.01G107700.1.v7.1	0.21482	0.5	-1.32753002513732
Manes.01G107800.1.v7.1	0.15679	0.8	-4.10236622233561
Manes.01G107900.2.v7.1	0.37859	2	-4.28275971367442
Manes.01G108000.3.v7.1	0.34366	1.16666666666667	-2.39482822169199
Manes.01G108100.4.v7.1	0.22519	0.5	-1.22034726231183
Manes.01G108300.1.v7.1	0.22913	1.25	-4.45541832147689
Manes.01G108500.4.v7.1	0.35667	1.75	-3.90649620097008
Manes.01G108600.2.v7.1	0.35601	0.8	-1.24712788966602
Manes.01G108700.1.v7.1	0.03582	0	1
Manes.01G108800.1.v7.1	0.04325	Inf	-Inf
Manes.01G108900.1.v7.1	0.07195	0.266666666666667	-2.70627750752838
Manes.01G109000.1.v7.1	0.17781	6	-32.7438839210393
Manes.01G109100.1.v7.1	0.03012	0	1
Manes.01G109200.2.v7.1	0.30342	0.4	-0.318304660206974
Manes.01G109300.3.v7.1	0.34362	1	-1.91019149060008
Manes.01G109500.1.v7.1	0.66503	1	-0.503691562786641
Manes.01G109600.1.v7.1	0.18649	0.6	-2.21733068797255
Manes.01G109700.4.v7.1	0.23605	1.16666666666667	-3.94245569441504
Manes.01G109800.1.v7.1	0.1537	0.75	-3.87963565387118
Manes.01G110000.2.v7.1	0.4125	0.333333333333333	0.191919191919193
Manes.01G110300.3.v7.1	1e-04	0.5	-4999
Manes.01G110400.3.v7.1	0.1418	0.333333333333333	-1.35072872590503
Manes.01G110500.2.v7.1	0.10155	0.2	-0.969473165928114
Manes.01G110600.1.v7.1	0.32324	1.83333333333333	-4.67174029616795
Manes.01G110800.1.v7.1	0.23735	1.14285714285714	-3.81507117277076
Manes.01G110900.2.v7.1	1e-04	0	1
Manes.01G111000.1.v7.1	0.51362	0.25	0.513258829484833
Manes.01G111100.2.v7.1	0.71806	1.4	-0.949697796841489
Manes.01G111200.1.v7.1	0.26493	1.28571428571429	-3.85303395506092
Manes.01G111300.1.v7.1	0.39759	0.666666666666667	-0.676769201103315
