Transcript	Total_SNPs	NonSyn_MAF0.01	NonSyn_MAF0.05	Del_MAF0.01	Del_MAF0.05	Nonsyn_Maf1_resid	Nonsyn_Maf5_resid	Del_Maf1_resid	Del_Maf5_resid
Manes.01G028200.4.v7.1	17	9	1	0	0	0.244419439512032	-0.414029861737824	-0.380131188406164	-0.278620500306156
Manes.01G028300.1.v7.1	9	4	1	0	0	0.289252374117465	0.0601095147822157	-0.283086794308534	-0.200030893598056
Manes.01G028400.3.v7.1	37	17	10	1	1	-0.713299019481711	0.124535479871248	-0.112368752868506	0.415730032050592
Manes.01G028500.1.v7.1	1	1	0	0	0	0.709934174630106	0.342706286302821	-0.186042257364319	-0.121440995726888
Manes.01G028600.1.v7.1	5	0	0	0	0	0.0297887137407444	0.10563355864904	-0.234564592629364	-0.160736018834529
Manes.01G028700.4.v7.1	31	12	6	1	1	-0.914580128992176	-0.286042385153659	-0.0395849762982037	0.474672784478888
Manes.01G028800.1.v7.1	21	11	7	0	0	0.128044030372818	0.498176607874801	-0.428653576570107	-0.317915383354204
Manes.01G028900.1.v7.1	39	23	6	6	2	0.168112360961777	-0.760188432638102	2.41551159129778	1.28694710755417
Manes.01G029100.1.v7.1	38	19	10	1	0	-0.460510262289751	0.0652683271846776	-0.124499419955715	-0.484921265981246
Manes.01G029200.1.v7.1	19	8	3	0	0	-0.189605408564091	-0.149472111127017	-0.404392356366825	-0.298267927319099
Manes.01G029300.2.v7.1	27	15	2	1	0	0.141399945206155	-0.815163787632027	0.00893743836879436	-0.376858020031703
Manes.01G029400.2.v7.1	29	11	2	0	0	-0.856390037122448	-0.933703167340554	-0.525699224493408	-0.396505686594944
Manes.01G029500.1.v7.1	14	12	6	0	0	1.17736721673023	0.721508369320833	-0.343739507658068	-0.249149393544796
Manes.01G029700.1.v7.1	37	22	16	1	0	0.226299800959394	1.27384639505144	-0.112368752868506	-0.47509720971446
Manes.01G029800.1.v7.1	27	14	4	2	2	-0.0465181971979475	-0.432065020148224	0.519312820881576	1.4048422418304
Manes.01G029900.3.v7.1	38	28	16	1	0	1.2307931568648	1.21457429683262	-0.124499419955715	-0.484921265981246
Manes.01G030100.1.v7.1	15	9	5	0	0	0.49052793642751	0.470689907825093	-0.355870060454055	-0.258973092871491
Manes.01G030200.6.v7.1	27	18	5	5	2	0.70516095393432	-0.240518815416697	2.05059546360908	1.4048422418304
Manes.01G030400.2.v7.1	25	10	4	0	0	-0.552088476177466	-0.313529973112224	-0.477176222641118	-0.357210420266539
Manes.01G030500.1.v7.1	44	25	13	2	0	-0.0713157720881212	0.284302163958285	0.313091759984135	-0.543866268305614
Manes.01G030700.1.v7.1	71	40	15	1	0	-0.574989907091076	-0.932866560421446	-0.524828909956375	-0.809138842331805
Manes.01G030800.1.v7.1	16	8	5	0	0	0.179553822784095	0.411421768291983	-0.368000620193668	-0.268796794731781
Manes.01G030900.6.v7.1	12	7	3	2	0	0.483850607288282	0.265399390209469	0.701279359131238	-0.22950199777024
Manes.01G031100.1.v7.1	8	3	1	0	0	0.224386467036836	0.119377116679954	-0.270956251059864	-0.190207184682557
Manes.01G031200.3.v7.1	6	1	0	0	0	0.0946546757044232	0.0463658262608725	-0.246695151749568	-0.17055974848132
Manes.01G031300.1.v7.1	16	6	0	2	0	-0.196283689849897	-0.54631005207136	0.652754013518927	-0.268796794731781
Manes.01G031400.1.v7.1	27	12	5	0	0	-0.422355828974803	-0.240518815416697	-0.501437672977384	-0.376858020031703
Manes.01G031600.1.v7.1	42	26	10	5	3	0.36271012619442	-0.171800699687283	1.86860158875878	2.14845401861378
Manes.01G031700.5.v7.1	34	19	4	0	0	0.0317032190961548	-0.846945127646157	-0.586353626235343	-0.445625207222427
Manes.01G031800.8.v7.1	53	29	12	7	1	-0.427123654080889	-0.440654375819593	2.75621349704051	0.258551104699283
Manes.01G031900.2.v7.1	25	14	5	1	1	0.199587435105543	-0.121984463300838	0.0331986514906645	0.533616290649038
Manes.01G032000.1.v7.1	9	3	1	0	0	0.101332523543786	0.0601095147822157	-0.283086794308534	-0.200030893598056
Manes.01G032100.5.v7.1	9	2	1	1	0	-0.0865869102219123	0.0601095147822157	0.22729011030775	-0.200030893598056
Manes.01G032300.1.v7.1	55	21	10	1	1	-2.17679511506402	-0.942299993267074	-0.330724278573984	0.23890374733689
Manes.01G032400.12.v7.1	30	10	3	1	0	-1.16737954823234	-0.801419549162268	-0.027454370255394	-0.406329547877147
Manes.01G032500.1.v7.1	16	4	1	0	0	-0.572124431951846	-0.354762292965154	-0.368000620193668	-0.268796794731781
Manes.01G032600.1.v7.1	87	53	22	12	7	-0.100882197359401	-0.540315691951057	4.89778150395853	5.27264455778951
Manes.01G032800.1.v7.1	70	13	5	1	1	-5.52915245078839	-2.78951004498971	-0.512696945651898	0.0915469720294242
Manes.01G032900.2.v7.1	10	4	2	1	1	0.166198297790745	0.192388278947813	0.215159237789554	0.680980027178397
Manes.01G033000.2.v7.1	11	4	2	0	0	0.043144687822716	0.13312065433957	-0.307347875639309	-0.219678298961391
Manes.01G033100.1.v7.1	8	5	3	0	0	0.60022952340972	0.502472327197837	-0.270956251059864	-0.190207184682557
Manes.01G033200.6.v7.1	13	7	1	1	0	0.360795772069255	-0.176960083783471	0.178766782013335	-0.23932569557121
Manes.01G033300.1.v7.1	31	12	3	1	0	-0.914580128992176	-0.860689059274285	-0.0395849762982037	-0.416153429400449
Manes.01G033400.1.v7.1	24	13	6	0	0	0.134721968853613	0.128827662165105	-0.465045531592115	-0.347386642481957
Manes.01G033500.1.v7.1	47	31	21	1	0	0.68704532369031	1.63895391153402	-0.233676274959988	-0.57333924992108
Manes.01G033600.1.v7.1	11	7	4	2	1	0.606906462797191	0.516215258106003	0.713410822225289	0.671155502040118
Manes.01G033700.1.v7.1	29	13	3	0	0	-0.480543846958761	-0.742150401608696	-0.525699224493408	-0.396505686594944
Manes.01G033800.1.v7.1	13	4	1	0	0	-0.202962054789848	-0.176960083783471	-0.331608960276454	-0.23932569557121
Manes.01G034000.3.v7.1	38	17	3	0	0	-0.836356463261893	-1.27558836147371	-0.634877786461938	-0.484921265981246
Manes.01G034100.1.v7.1	28	11	6	1	0	-0.733332793838585	-0.108240726758096	-0.00319316445115604	-0.386681844373305
Manes.01G034200.1.v7.1	81	47	16	0	0	-0.490094750171673	-1.33405859704929	-1.1565751660514	-0.907399407374929
Manes.01G034250.1.v7.1	16	10	2	0	0	0.555394289627041	-0.163216049963103	-0.368000620193668	-0.268796794731781
Manes.01G034300.3.v7.1	21	7	0	0	0	-0.62363383239499	-0.842653146678005	-0.428653576570107	-0.317915383354204
Manes.01G034400.1.v7.1	33	24	8	0	0	1.09437210092545	-0.021486248179869	-0.574222680003551	-0.43580125789253
Manes.01G034500.1.v7.1	15	2	0	0	0	-0.824916270031066	-0.487042121935993	-0.355870060454055	-0.258973092871491
Manes.01G034600.1.v7.1	29	14	4	0	0	-0.29262410330601	-0.550600807600159	-0.525699224493408	-0.396505686594944
Manes.01G034700.3.v7.1	28	16	8	1	0	0.206265418825069	0.274849502169944	-0.00319316445115604	-0.386681844373305
Manes.01G034800.1.v7.1	28	15	8	0	0	0.0183471712746722	0.274849502169944	-0.513568435323265	-0.386681844373305
Manes.01G035000.1.v7.1	30	22	8	0	0	1.08769328950008	0.156315040496512	-0.53783004201715	-0.406329547877147
Manes.01G035100.4.v7.1	16	11	4	0	0	0.74331756332845	0.219875162085987	-0.368000620193668	-0.268796794731781
Manes.01G035642.1.v7.1	61	41	15	0	0	0.843505262561404	-0.340157040862531	-0.913907793579424	-0.710885143188006
Manes.01G035771.3.v7.1	34	22	8	4	1	0.595461830349898	-0.0807533595332905	1.45520168922277	0.44520132998407
Manes.01G036200.3.v7.1	17	11	8	1	1	0.620260875316117	0.926804600267574	0.130243828030779	0.612209245440762
Manes.01G036237.1.v7.1	35	28	22	9	8	1.59999382851829	2.54192882037643	3.99611481813706	6.67691005085602
Manes.01G036300.1.v7.1	46	23	8	2	0	-0.693267267810885	-0.791972059060314	0.288830666031636	-0.563514883978188
Manes.01G036311.1.v7.1	3	3	0	0	0	0.8396696282138	0.224169501442542	-0.210303447812329	-0.141088530545913
Manes.01G036422.1.v7.1	142	104	35	0	0	2.7160684724221	-1.31023330493409	-1.89702901544868	-1.50700666526892
Manes.01G036500.7.v7.1	14	8	3	2	0	0.425661776860437	0.146864185403773	0.67701658803158	-0.249149393544796
Manes.01G036600.1.v7.1	12	6	3	0	0	0.295929883197801	0.265399390209469	-0.319478416779954	-0.22950199777024
Manes.01G036700.1.v7.1	79	39	16	5	3	-1.74749113405851	-1.21550282278466	1.41975740299396	1.78496795880681
Manes.01G036800.1.v7.1	6	3	1	0	0	0.470496351396183	0.237912778120342	-0.246695151749568	-0.17055974848132
Manes.01G036900.3.v7.1	10	2	2	0	0	-0.209640509966535	0.192388278947813	-0.295217335325258	-0.209854597964164
Manes.01G037000.1.v7.1	41	16	9	1	1	-1.39347635294958	-0.304079261386144	-0.160891516361235	0.376435156589264
Manes.01G037100.4.v7.1	59	34	26	3	2	-0.225847444903565	1.88553971110842	0.641519247985584	1.09047144393078
Manes.01G037200.1.v7.1	122	56	44	2	1	-3.84567775214099	1.59969333150877	-0.633202124085479	-0.419358956561479
Manes.01G037280.1.v7.1	10	7	4	1	0	0.729963569057433	0.575484073023224	0.215159237789554	-0.209854597964164
Manes.01G037300.1.v7.1	7	5	5	0	0	0.723286897895445	0.944847276202971	-0.25882570404997	-0.180383470037152
Manes.01G037360.1.v7.1	23	9	6	1	1	-0.493900354642722	0.188094876780601	0.0574598847835896	0.553264337611062
Manes.01G037400.3.v7.1	6	1	1	0	0	0.0946546757044232	0.237912778120342	-0.246695151749568	-0.17055974848132
Manes.01G037440.1.v7.1	16	4	2	0	0	-0.572124431951846	-0.163216049963103	-0.368000620193668	-0.268796794731781
Manes.01G037500.1.v7.1	17	4	3	0	0	-0.695180082969941	-0.0309377330737419	-0.380131188406164	-0.278620500306156
Manes.01G037520.1.v7.1	31	15	12	0	0	-0.350811836021102	0.863240059327271	-0.549960889423842	-0.416153429400449
Manes.01G037600.2.v7.1	5	2	0	0	0	0.405629995858693	0.10563355864904	-0.234564592629364	-0.160736018834529
Manes.01G037700.1.v7.1	31	4	4	2	2	-2.41818449046215	-0.669137581117014	0.470789735798095	1.36554287608139
Manes.01G037900.1.v7.1	22	7	5	0	0	-0.746689854870823	0.0558168538630211	-0.440784210085892	-0.327739125206285
Manes.01G038000.1.v7.1	16	2	2	0	0	-0.947974587464341	-0.163216049963103	-0.368000620193668	-0.268796794731781
Manes.01G038033.6.v7.1	22	14	6	0	0	0.568749402781349	0.247362199758825	-0.440784210085892	-0.327739125206285
Manes.01G038100.1.v7.1	40	16	13	1	1	-1.27041003674119	0.521372738863613	-0.148760800172764	0.386258858804991
Manes.01G038200.2.v7.1	7	2	2	0	0	0.159520580517784	0.370192272966469	-0.25882570404997	-0.180383470037152
Manes.01G038300.1.v7.1	25	10	7	0	0	-0.552088476177466	0.261105810984306	-0.477176222641118	-0.357210420266539
Manes.01G038400.1.v7.1	68	55	42	0	0	2.61338138044401	4.41849039787422	-0.998837229839611	-0.779662065426059
Manes.01G038566.2.v7.1	2	0	0	0	0	0.398952944645078	0.283437773260762	-0.198172859056862	-0.131264769542984
Manes.01G038600.1.v7.1	38	21	14	3	2	-0.0846716382034667	0.83146027619015	0.89626146609572	1.29677137772357
Manes.01G038700.3.v7.1	13	0	0	0	0	-0.954654452464302	-0.368506704801983	-0.331608960276454	-0.23932569557121
Manes.01G038900.1.v7.1	16	7	7	0	0	-0.00836491632947891	0.794521074088615	-0.368000620193668	-0.268796794731781
Manes.01G039100.2.v7.1	92	69	14	0	0	2.29094966530674	-2.36940430678841	-1.29005983821629	-1.01549536940811
Manes.01G039200.1.v7.1	30	14	6	1	1	-0.415677735121777	-0.226775069355702	-0.027454370255394	0.484496642944297
Manes.01G039300.1.v7.1	36	16	6	1	0	-0.778166346241263	-0.582381637338706	-0.100238099089771	-0.4652731819528
Manes.01G039400.2.v7.1	25	16	11	0	0	0.575427224644516	1.02730629877263	-0.477176222641118	-0.357210420266539
Manes.01G039500.1.v7.1	41	19	10	0	0	-0.829679142368012	-0.112533319141425	-0.671271343521447	-0.514393617618674
Manes.01G039600.1.v7.1	4	0	0	0	0	0.152842884619561	0.164901440140868	-0.222434025160055	-0.150912279916243
Manes.01G039700.1.v7.1	19	10	5	0	0	0.186231643666136	0.233618654717877	-0.404392356366825	-0.298267927319099
Manes.01G040000.4.v7.1	35	21	12	2	1	0.284487293013275	0.626164435392889	0.422267021055242	0.435377548184547
Manes.01G040100.1.v7.1	18	7	2	0	0	-0.254471165265553	-0.281750642760939	-0.392261766620797	-0.2884442107751
Manes.01G040200.1.v7.1	29	5	2	1	1	-1.98403789713002	-0.933703167340554	-0.0153237668161319	0.494320523527488
Manes.01G040400.1.v7.1	33	6	2	1	0	-2.28841244281945	-1.17078717873321	-0.0638462023115192	-0.43580125789253
Manes.01G040500.1.v7.1	19	10	2	1	0	0.186231643666136	-0.341018042923005	0.105982460819343	-0.298267927319099
Manes.01G040601.1.v7.1	32	19	8	1	1	0.277809096838205	0.0377808351401081	-0.0517155864738236	0.464848946950728
Manes.01G040700.6.v7.1	30	15	6	0	0	-0.227758488905664	-0.226775069355702	-0.53783004201715	-0.406329547877147
Manes.01G041000.2.v7.1	187	126	57	0	0	1.31251341179197	0.237193587766559	-2.44372652288575	-1.94968900062062
Manes.01G041100.1.v7.1	141	79	50	0	0	-1.86040329897302	1.62301075822388	-1.88488533508653	-1.49717319216531
Manes.01G041200.1.v7.1	6	3	2	0	0	0.470496351396183	0.429460746726116	-0.246695151749568	-0.17055974848132
Manes.01G041300.5.v7.1	38	8	7	1	0	-2.52792398358905	-0.509369840704791	-0.124499419955715	-0.484921265981246
Manes.01G041400.2.v7.1	11	4	3	0	0	0.043144687822716	0.324667262474702	-0.307347875639309	-0.219678298961391
Manes.01G041500.1.v7.1	1	0	0	0	0	0.522009294693732	0.342706286302821	-0.186042257364319	-0.121440995726888
Manes.01G041700.1.v7.1	103	60	41	3	2	-0.754376735244015	2.15120946013815	0.107767758710546	0.658254275095295
Manes.01G041800.1.v7.1	47	28	17	0	0	0.123281413959846	0.872697106518842	-0.744059760027922	-0.57333924992108
Manes.01G041900.2.v7.1	39	19	12	3	2	-0.583565336417544	0.389092841224098	0.884130599210793	1.28694710755417
Manes.01G042100.2.v7.1	17	14	5	4	2	1.18404409697081	0.352153866733913	1.6614545338655	1.50309558341109
Manes.01G042200.1.v7.1	28	11	10	0	0	-0.733332793838585	0.657944429439849	-0.513568435323265	-0.386681844373305
Manes.01G042400.4.v7.1	21	3	3	0	0	-1.37535273971901	-0.268006588342831	-0.428653576570107	-0.317915383354204
Manes.01G042600.3.v7.1	19	7	7	1	1	-0.377524718039831	0.616713414101957	0.105982460819343	0.592560805561754
Manes.01G042700.7.v7.1	63	36	19	1	0	-0.342226238857364	0.307502750753014	-0.427774895834005	-0.730535390453138
Manes.01G042800.1.v7.1	11	4	4	0	0	0.043144687822716	0.516215258106003	-0.307347875639309	-0.219678298961391
Manes.01G042900.1.v7.1	7	4	4	0	0	0.535362847627506	0.753292661954284	-0.25882570404997	-0.180383470037152
Manes.01G043000.4.v7.1	21	13	12	2	2	0.503883029989938	1.45595964753844	0.592098357002826	1.46379335487231
Manes.01G043100.1.v7.1	19	10	7	0	0	0.186231643666136	0.616713414101957	-0.404392356366825	-0.298267927319099
Manes.01G043200.4.v7.1	39	19	15	0	0	-0.583565336417544	0.963744875495883	-0.647008927990742	-0.494745351933781
Manes.01G043300.3.v7.1	14	11	9	1	0	0.989435524738721	1.29618030533651	0.16663601224939	-0.249149393544796
Manes.01G043400.3.v7.1	18	7	3	0	0	-0.254471165265553	-0.0902049250572431	-0.392261766620797	-0.2884442107751
Manes.01G043500.1.v7.1	42	25	16	2	0	0.17479062539548	0.97749060779806	0.337352866999717	-0.524217799712354
Manes.01G043600.1.v7.1	25	16	8	4	2	0.575427224644516	0.452652212605766	1.56439126181197	1.42449232814063
Manes.01G043700.1.v7.1	30	12	8	5	3	-0.791522129935734	0.156315040496512	2.01419485352452	2.26636574871633
Manes.01G043800.1.v7.1	15	7	2	0	0	0.114688240701723	-0.103948795918277	-0.355870060454055	-0.258973092871491
Manes.01G043900.1.v7.1	11	1	0	0	0	-0.520615489943677	-0.249971673815513	-0.307347875639309	-0.219678298961391
Manes.01G044000.1.v7.1	21	16	12	2	1	1.06765900677124	1.45595964753844	0.592098357002826	0.572912506100284
Manes.01G044020.1.v7.1	9	5	5	0	0	0.4771734144709	0.826305462146911	-0.283086794308534	-0.200030893598056
Manes.01G044040.1.v7.1	13	1	0	0	0	-0.766727395270067	-0.368506704801983	-0.331608960276454	-0.23932569557121
Manes.01G044100.7.v7.1	75	48	42	0	0	0.436184788461732	4.00322402215851	-1.08377097896731	-0.848442178275171
Manes.01G044200.1.v7.1	3	2	2	0	0	0.651743179395442	0.607268025177053	-0.210303447812329	-0.141088530545913
Manes.01G044300.1.v7.1	11	6	5	0	0	0.418984405387085	0.707765459859491	-0.307347875639309	-0.219678298961391
Manes.01G044400.1.v7.1	19	6	1	0	0	-0.565445580375848	-0.532565432081388	-0.404392356366825	-0.298267927319099
Manes.01G044600.3.v7.1	23	11	6	0	0	-0.118061674060663	0.188094876780601	-0.452914861250135	-0.337562877855372
Manes.01G044700.1.v7.1	45	33	29	1	1	1.30902627906189	3.29045906550109	-0.209414590665967	0.337140427244211
Manes.01G045000.2.v7.1	33	20	18	2	1	0.342674885423506	1.89409528269598	0.446528338251304	0.455025129179294
Manes.01G045300.1.v7.1	14	6	1	1	1	0.0498226544096161	-0.236227434692725	0.16663601224939	0.641682189204407
Manes.01G045500.2.v7.1	23	10	3	2	1	-0.305980385065855	-0.38654141035693	0.5678363741829	0.553264337611062
Manes.01G045560.1.v7.1	4	3	1	0	0	0.716610435278717	0.356449254462314	-0.222434025160055	-0.150912279916243
Manes.01G045700.3.v7.1	22	17	7	1	0	1.13252871719391	0.438908602766381	0.069590512817371	-0.327739125206285
Manes.01G045900.1.v7.1	77	44	11	5	0	-0.56163873266546	-2.05485791505697	1.4440174493618	-0.868094281830259
Manes.01G046100.1.v7.1	2	2	1	0	0	0.774801760398779	0.474986791364112	-0.198172859056862	-0.131264769542984
Manes.01G046200.1.v7.1	29	13	3	2	1	-0.480543846958761	-0.742150401608696	0.495051225930003	0.494320523527488
Manes.01G046700.5.v7.1	24	11	10	1	1	-0.241114653291737	0.895021442890354	0.0453292648511116	0.543440299529457
Manes.01G047000.1.v7.1	12	6	1	0	0	0.295929883197801	-0.117692744086024	-0.319478416779954	-0.22950199777024
Manes.01G047100.1.v7.1	15	10	2	0	0	0.678450424337846	-0.103948795918277	-0.355870060454055	-0.258973092871491
Manes.01G047200.1.v7.1	26	15	3	1	1	0.264452988942095	-0.564344827211397	0.0210680431729804	0.523792309789211
Manes.01G047400.1.v7.1	15	6	4	1	1	-0.0732305130684231	0.279142753171173	0.154505264350549	0.631857835182872
Manes.01G048100.5.v7.1	45	16	7	4	1	-1.88577010896787	-0.924255728868157	1.32175569886129	0.337140427244211
Manes.01G048300.1.v7.1	8	6	3	0	0	0.788154368549666	0.502472327197837	-0.270956251059864	-0.190207184682557
Manes.01G048400.1.v7.1	9	6	6	0	0	0.665096417600335	1.01786123092571	-0.283086794308534	-0.200030893598056
Manes.01G048600.1.v7.1	17	11	9	0	0	0.620260875316117	1.11836167513351	-0.380131188406164	-0.278620500306156
Manes.01G048766.1.v7.1	10	3	1	0	0	-0.0217210614157015	0.000842024492021253	-0.295217335325258	-0.209854597964164
Manes.01G049700.1.v7.1	35	8	2	1	0	-2.15864513457288	-1.28933230183601	-0.0881074570902171	-0.455449181515655
Manes.01G049800.5.v7.1	17	7	0	0	0	-0.131417974840507	-0.605578170859879	-0.380131188406164	-0.278620500306156
Manes.01G049900.3.v7.1	12	6	3	0	0	0.295929883197801	0.265399390209469	-0.319478416779954	-0.22950199777024
Manes.01G050200.8.v7.1	70	33	9	0	0	-1.76750325242937	-2.02304616415324	-1.02310355225691	-0.799313182946495
Manes.01G050300.2.v7.1	8	6	4	1	0	0.788154368549666	0.694022744237145	0.239421012338049	-0.190207184682557
Manes.01G050400.1.v7.1	17	9	4	0	0	0.244419439512032	0.160607723648279	-0.380131188406164	-0.278620500306156
Manes.01G050433.1.v7.1	4	3	3	0	0	0.716610435278717	0.739550271766557	-0.222434025160055	-0.150912279916243
Manes.01G050466.1.v7.1	22	15	6	0	0	0.756672470720109	0.247362199758825	-0.440784210085892	-0.327739125206285
Manes.01G050500.2.v7.1	35	15	3	0	0	-0.843034048298692	-1.09777133952308	-0.598484608467638	-0.455449181515655
Manes.01G050600.15.v7.1	33	11	9	1	1	-1.34863675711271	0.170058810346463	-0.0638462023115192	0.455025129179294
Manes.01G050700.1.v7.1	16	7	7	0	0	-0.00836491632947891	0.794521074088615	-0.368000620193668	-0.268796794731781
Manes.01G050800.1.v7.1	26	7	6	1	1	-1.23892909100755	0.0102934352042793	0.0210680431729804	0.523792309789211
Manes.01G050850.1.v7.1	2	1	0	0	0	0.586876145486487	0.283437773260762	-0.198172859056862	-0.131264769542984
Manes.01G050900.2.v7.1	36	15	8	0	0	-0.966092959614726	-0.199287789157738	-0.610615628229865	-0.4652731819528
Manes.01G051000.1.v7.1	20	6	6	1	1	-0.688501098750637	0.365897293623196	0.0938517993059603	0.582736638869163
Manes.01G051200.1.v7.1	24	18	5	9	2	1.07433674900514	-0.0627173601491311	4.12967854815812	1.43431747628808
Manes.01G051301.1.v7.1	8	5	3	2	1	0.60022952340972	0.502472327197837	0.749805540040653	0.70062921582956
Manes.01G051400.3.v7.1	29	12	12	0	0	-0.668465567223864	0.98177999661689	-0.525699224493408	-0.396505686594944
Manes.01G051500.1.v7.1	21	9	2	2	1	-0.247792862539207	-0.459553204297234	0.592098357002826	0.572912506100284
Manes.01G051600.1.v7.1	49	32	12	8	6	0.628857035200676	-0.203581410316461	3.31540464942079	4.75407632515549
Manes.01G051700.1.v7.1	26	15	4	0	0	0.264452988942095	-0.372797419430977	-0.48930693592644	-0.367034212389618
Manes.01G051800.4.v7.1	29	9	6	1	1	-1.23225031820324	-0.16750786012535	-0.0153237668161319	0.494320523527488
Manes.01G051900.1.v7.1	10	5	0	0	0	0.354118340615551	-0.190704226365324	-0.295217335325258	-0.209854597964164
